Date,Open,High,Low,Close,Adj Close,Volume
2021-07-08,1030.000000,1035.000000,1010.000000,1010.000000,1010.000000,69394300
2021-07-09,1010.000000,1030.000000,1000.000000,1015.000000,1015.000000,50045400
2021-07-12,1025.000000,1030.000000,1010.000000,1010.000000,1010.000000,44012900
2021-07-13,1010.000000,1020.000000,990.000000,995.000000,995.000000,103059600
2021-07-14,995.000000,1010.000000,975.000000,975.000000,975.000000,97599800
2021-07-15,975.000000,1000.000000,975.000000,1000.000000,1000.000000,61662900
2021-07-16,1010.000000,1015.000000,1000.000000,1010.000000,1010.000000,58584300
2021-07-19,1000.000000,1020.000000,1000.000000,1000.000000,1000.000000,35838500
2021-07-21,1010.000000,1055.000000,1005.000000,1035.000000,1035.000000,177445600
2021-07-22,1035.000000,1080.000000,1035.000000,1065.000000,1065.000000,164961000
2021-07-23,1075.000000,1080.000000,1045.000000,1065.000000,1065.000000,95575200
2021-07-26,1055.000000,1085.000000,1040.000000,1040.000000,1040.000000,90867800
2021-07-27,1045.000000,1060.000000,1025.000000,1030.000000,1030.000000,55116700
2021-07-28,1030.000000,1035.000000,1000.000000,1005.000000,1005.000000,97526100
2021-07-29,1015.000000,1015.000000,990.000000,1005.000000,1005.000000,108477500
2021-07-30,1010.000000,1010.000000,970.000000,975.000000,975.000000,240537200
2021-08-02,980.000000,990.000000,960.000000,990.000000,990.000000,86357700
2021-08-03,995.000000,1015.000000,985.000000,1010.000000,1010.000000,93092400
